Genre,Poem
Music,The theremin sings ghost duets with the space between fingers and air
Affection,Your hands are the only maps I trust without question
Environment,This painting of a barn and barnyard near sundown May be enough to suggest we don’t have to turn From the visible world to the invisible In order to grasp the truth of things. We don’t always have to distrust appearances. Not if we’re patient. Not if we’re willing To wait for the sun to reach
Environment,The desert scribbles its will in sand before the wind edits it
Music,The church bells yawn their bronze vowels across empty streets
Environment,"Meanwhile, a splash of blue paint falls from SUBJECT 199's bucket, traverses the sidewalk, travels down the one-way street, colors the roads, the signposts, and the streetlights in the new true hue and forks into a hundred paths that lead to a thousand houses, coating the fences and gates, blanketing"
Affection,We are twin flames sharing one wick
Music,"There were always such beautiful shadows in your work,Though many now dodge their taxes with your art. RarelyAs it seems, life involves Death with every decision, which isWhy I miss the non-Euclidean idiom we used to argue overEverything in the dictionary of what not to do. SomewhereIn a mix between"
Affection,Your breath writes haikus on the nape of my neck
Death,"Listen, children: Your father is dead. From his old coats I'll make you little jackets; I'll make you little trousers From his old pants. There'll be in his pockets Things he used to put there, Keys and pennies Covered with tobacco; Dan shall have the pennies To save in his bank; Anne shall have the keys To make a pretty noise with. Life must"
Death,"They came like emissaries from a fairy tale. In twilight, framedby wisteria vines that burdened the backyard’s powerlines, they dozedlike cats all summer. Awake, they tussled up and down the honeysuckle,still kits, all muzzle, light feet. This was years after your friendfroze to Death on the concrete staircase outside his Florida apartment.Years after you loaded"
Music,The violin's bow draws blood from the silence
Death,"The clock's hands wilt like dying flowers, time bows before eternal hours"
Music,The violin's bow draws blood from the silence
Death,The mortician applied your smile like wallpaper over silence
Sorrow,I call your voicemail just to hear the robot say your name
Death,The funeral roses pretend not to hear the dirt's gossip
Music,The cello weeps amber tears into silence's lap
Environment,The tornado leaves its fingerprint like God's careless thumb
Sorrow,I press your old letters to my skin hoping the ink will seep back into you
Environment,"Faucets drip, and the night plunges to minus     fifteen degrees. Today you stared at a mapof Africa on a school wall and shook your head     at “Yugoslavia” written along the Adriaticcoast near the top—how many times     are lines drawn and redrawn, and to what end?"
Environment,"The three stood listening to a fresh accessOf wind that caught against the house a moment,Gulped snow, and then blew free again—the ColesDressed, but dishevelled from some hours of sleep,Meserve belittled in the great skin coat he wore.Meserve was first to speak. He pointed backwardOver his shoulder with his pipe-stem,"
Music,Sometimes starting with a titleInfuses the workWith an insurmountable dreadHow is one to fulfill such a promiseTo make good on the pactThat art in the end allowsFor a kind of connectivityLife otherwise lacksOr lacks in those moreContemplative waysSince mixing the ingredientsTo say a batch of cookiesIs in its own right
Affection,Had I been raised by doves wouldn’t I have learned to fly By wolves to hunt in packs Had I been raised by gods wouldn’t I too be godlike In the movies the orphan is the killer not loved enough unwanted But wasn’t I most wanted My mother fish goddess dove into the sea for the sin of loving a mortal man I love
Sorrow,Grief is the echo that outlives the voice
Environment,The river whispers its secrets to stubborn stones
Affection,Your hands map constellations only my skin can see
Affection,We are twin flames burning the same oxygen in perfect sync
Sorrow,Grief is the echo that outlasts the voice
Music,"The eye chews the apple,sends the brainan image of the un-apple. Which is similarto the way I throw my voicelike a Frisbee, like saltover a shoulder, a birthday partywhere someone’s brotheris grilling hot dogs, a little speedin his blood,some red balloons. The eyeis the most deceptiveorgan in the body.Followed closely"
Environment,Siwashing It Out Once in Suislaw ForestI slept under rhododendron All nightblossoms fell Shivering on
Sorrow,Your favorite song plays in every store like a taunt
Sorrow,My ribs are wind chimes clinking empty tunes when storms pass through
Affection,Your voice is the compass that always points me home
Sorrow,I collect your voice in glass jars but the syllables fade like distant stars
Affection,"O what to me the little roomThat was brimmed up with prayer and rest;He bade me out into the gloom,And my breast lies upon his breast.O what to me my mother's care, The house where I"
Affection,Your smile is a semaphore my heart decodes without a manual
Affection,Your eyelashes paint constellations on my chest when you sleep
Death,The mortician applies your smile like wallpaper over silence
Music,The church bells yawn their bronze vowels across empty streets
Affection,Your hands are the only maps I trust
Music,When I woke for school the next day the sky was uniform & less than infinite
Affection,Your freckles connect into constellations my lips navigate by
Music,The theremin's wail is the sound of electricity missing its mother
Sorrow,I sleep on your side of the bed to haunt your absence
Affection,Your heartbeat deciphers the morse code my fingers tap on your back
Sorrow,I wear your memory like a watch that stopped at your last heartbeat
Music,The blues taste like copper pennies under tongues of broken men
Environment,The desert bakes clay tablets of wisdom only mirages can read
Affection,Your fingerprints left braille love letters on all my nerve endings
Environment,"Dandelions wage guerrilla warfare, conquering cracks in concrete despair"
Sorrow,I keep your last text like a life raft in my pocket
Death,The hearse carries all the tomorrows you'll never spend
